city,longitude,latitude,elevation
莆田市,119.007662,25.454202,40.0
仙游县,118.689745,25.373373,78.0
三明市,117.638919,26.263455,256.0
明溪县,117.202119,26.355938,406.0
清流县,116.816772,26.177658,360.0
宁化县,116.654369,26.262298,329.0
大田县,117.846828,25.692535,406.0
尤溪县,118.190515,26.169942,227.0
将乐县,117.471127,26.728917,184.0
泰宁县,117.175448,26.900244,308.0
建宁县,116.848488,26.833566,311.0
永安市,117.365046,25.941671,209.0
泉州市,118.675724,24.874452,12.0
惠安县,118.781037,25.012449,29.0
安溪县,118.186295,25.056065,74.0
永春县,118.29416,25.321849,140.0
德化县,118.241104,25.492102,520.0
金门县,118.319179,24.437147,18.0
石狮市,118.647945,24.731969,22.0
晋江市,118.551659,24.781635,38.0
南安市,118.385929,24.960056,50.0
漳州市,117.647298,24.515297,17.0
云霄县,117.334351,23.935433,18.0
漳浦县,117.613783,24.11741,14.0
诏安县,117.175314,23.711674,10.0
东山县,117.4295,23.702034,24.0
南靖县,117.357061,24.5151,40.0
平和县,117.314798,24.363831,43.0
华安县,117.53411,25.00445,167.0
南平市,118.081325,27.382829,170.0
顺昌县,117.809433,26.793455,179.0
浦城县,118.541079,27.917804,245.0
光泽县,117.333812,27.541061,283.0
松溪县,118.785429,27.526028,224.0
政和县,118.857703,27.366122,260.0
邵武市,117.492778,27.340672,219.0
武夷山市,118.035321,27.756422,242.0
建瓯市,118.304712,27.023233,144.0
龙岩市,117.017362,25.075884,336.0
长汀县,116.357581,25.833531,332.0
上杭县,116.419447,25.049867,194.0
武平县,116.100216,25.096139,283.0
连城县,116.754472,25.710538,370.0
漳平市,117.419823,25.290481,184.0
宁德市,119.547729,26.666222,8.0
霞浦县,120.005267,26.885971,46.0
古田县,118.74603,26.578134,355.0
屏南县,118.985759,26.908256,861.0
寿宁县,119.514589,27.45467,851.0
周宁县,119.338998,27.104797,925.0
柘荣县,119.900597,27.23421,690.0
福安市,119.647871,27.088274,47.0
福鼎市,120.216559,27.324796,18.0
南昌市,115.857972,28.682976,17.0
南昌县,115.93349,28.557921,25.0
安义县,115.549158,28.845585,33.0
进贤县,116.242468,28.377627,27.0
景德镇市,117.184892,29.2744,45.0
浮梁县,117.214984,29.352493,44.0
乐平市,117.151499,28.978521,32.0
萍乡市,113.887147,27.658721,116.0
莲花县,113.961589,27.128498,187.0
上栗县,113.795294,27.880221,99.0
芦溪县,114.029351,27.631273,148.0
九江市,115.95356,29.66116,44.0
武宁县,115.092649,29.246785,78.0
修水县,114.546536,29.026166,146.0
永修县,115.83207,29.011392,38.0
德安县,115.767114,29.298599,38.0
都昌县,116.203999,29.273803,27.0
湖口县,116.252206,29.731194,34.0
彭泽县,116.563858,29.877404,67.0
瑞昌市,115.681221,29.676026,19.0
共青城市,115.784269,29.235082,29.0
庐山市,116.045118,29.448225,23.0
新余市,114.916665,27.818553,63.0
分宜县,114.69264,27.814723,82.0
鹰潭市,117.039532,28.272092,33.0
贵溪市,117.245178,28.292397,41.0
赣州市,114.933494,25.831139,107.0
信丰县,114.922485,25.38676,156.0
大余县,114.362306,25.401968,204.0
上犹县,114.55177,25.784754,159.0
崇义县,114.308135,25.682278,384.0
安远县,115.393992,25.136855,308.0
定南县,115.027908,24.783372,262.0
全南县,114.530148,24.742353,271.0
宁都县,116.009171,26.470865,196.0
于都县,115.415145,25.952564,131.0
兴国县,115.363475,26.338129,148.0
会昌县,115.809271,25.58734,181.0
寻乌县,115.638534,24.969513,307.0
石城县,116.347611,26.31491,286.0
瑞金市,116.027114,25.88623,200.0
龙南市,114.804474,24.901216,211.0
吉安市,114.96681,27.091243,54.0
吉安县,114.908337,27.039866,65.0
吉水县,115.135963,27.229697,70.0
峡江县,115.316567,27.5829,53.0
新干县,115.386853,27.740368,43.0
永丰县,115.421599,27.317301,66.0
泰和县,114.922987,26.801687,63.0
遂川县,114.520825,26.313413,106.0
万安县,114.759746,26.456821,94.0
安福县,114.619818,27.393286,93.0
永新县,114.242425,26.945157,124.0
井冈山市,114.289563,26.748132,251.0
宜春市,114.416826,27.816245,95.0
奉新县,115.400624,28.688254,48.0
万载县,114.445477,28.106201,95.0
上高县,114.948045,28.238591,64.0
宜丰县,114.803036,28.394466,80.0
靖安县,115.362635,28.861296,65.0
铜鼓县,114.354623,28.513291,288.0
丰城市,115.771131,28.160053,24.0
樟树市,115.546174,28.054632,29.0
高安市,115.366863,28.448054,36.0
抚州市,116.358054,27.948979,45.0
南城县,116.637228,27.570031,75.0
黎川县,116.907446,27.282729,123.0
南丰县,116.525898,27.21845,99.0
崇仁县,116.076363,27.754416,63.0
乐安县,115.83099,27.428682,183.0
宜黄县,116.236174,27.554744,117.0
金溪县,116.755018,27.91973,87.0
资溪县,117.060332,27.706088,250.0
广昌县,116.336556,26.843974,134.0
上饶市,117.943064,28.45513,84.0
玉山县,118.244736,28.681936,105.0
铅山县,117.734742,28.298415,69.0
横峰县,117.596433,28.407116,81.0
弋阳县,117.449346,28.378039,56.0
余干县,116.695787,28.70283,18.0
鄱阳县,116.703731,29.005675,24.0
万年县,117.058445,28.694582,52.0
婺源县,117.861532,29.248491,97.0
德兴市,117.594549,28.930557,68.0
济南市,117.120128,36.652069,139.0
平阴县,116.455865,36.289813,63.0
商河县,117.157165,37.309694,16.0
青岛市,120.382665,36.066938,13.0
胶州市,120.033382,36.26468,6.0
平度市,119.970192,36.753895,40.0
莱西市,120.517581,36.889167,66.0
淄博市,118.054994,36.813787,39.0
桓台县,118.097923,36.959794,17.0
高青县,117.826743,37.171042,11.0
沂源县,118.170856,36.185402,289.0
枣庄市,117.323759,34.810858,94.0
滕州市,117.165881,35.11412,70.0
东营市,118.674633,37.433992,2.0
利津县,118.255084,37.490919,10.0
广饶县,118.419437,37.053915,11.0
烟台市,121.447755,37.464551,7.0
龙口市,120.47614,37.645281,28.0
莱阳市,120.711555,36.979757,43.0
莱州市,119.942057,37.178187,47.0
招远市,120.433904,37.354517,87.0
栖霞市,120.849595,37.335993,139.0
海阳市,121.173506,36.688316,2.0
潍坊市,119.161721,36.707668,29.0
临朐县,118.543274,36.51246,94.0
昌乐县,118.841035,36.688035,79.0
青州市,118.479637,36.685178,100.0
诸城市,119.410051,35.996404,67.0
寿光市,118.791062,36.857133,22.0
安丘市,119.21892,36.479642,51.0
高密市,119.755271,36.382973,29.0
昌邑市,119.403185,36.843256,10.0
济宁市,116.587116,35.415117,41.0
微山县,117.129188,34.806657,35.0
鱼台县,116.650526,35.012706,34.0
金乡县,116.311549,35.06658,37.0
嘉祥县,116.342308,35.40794,42.0
汶上县,116.497277,35.711891,43.0
泗水县,117.250824,35.664719,99.0
梁山县,116.131779,35.765957,39.0
曲阜市,116.986212,35.581933,63.0
邹城市,117.007406,35.402536,88.0
泰安市,117.086963,36.201784,222.0
宁阳县,116.805578,35.758919,63.0
东平县,116.470211,35.937049,92.0
新泰市,117.768069,35.90953,204.0
肥城市,116.769098,36.181975,108.0
威海市,122.120519,37.513315,55.0
荣成市,122.487036,37.165698,27.0
乳山市,121.539557,36.920329,27.0
日照市,119.52685,35.416912,25.0
五莲县,119.213673,35.760154,142.0
莒县,118.869059,35.59125,107.0
临沂市,118.356464,35.103771,68.0
沂南县,118.465259,35.550078,113.0
郯城县,118.36727,34.614077,38.0
沂水县,118.628142,35.790919,146.0
兰陵县,118.070912,34.858235,44.0
费县,117.9776,35.265851,109.0
平邑县,117.615201,35.516849,157.0
莒南县,118.835166,35.206252,105.0
蒙阴县,117.953367,35.720128,220.0
临沭县,118.650828,34.920171,58.0
德州市,116.359244,37.436492,24.0
宁津县,116.800279,37.652456,17.0
庆云县,117.384163,37.774376,10.0
临邑县,116.866568,37.190139,19.0
齐河县,116.762767,36.784164,23.0
平原县,116.434016,37.165453,24.0
夏津县,116.001796,36.948013,33.0
武城县,116.069312,37.213398,26.0
乐陵市,117.232085,37.729769,11.0
禹城市,116.638558,36.934198,23.0
聊城市,115.985238,36.455857,36.0
阳谷县,115.791822,36.114392,41.0
莘县,115.669843,36.233711,39.0
东阿县,116.247655,36.335198,37.0
冠县,115.441684,36.484011,43.0
高唐县,116.230126,36.84715,28.0
临清市,115.704982,36.83828,36.0
滨州市,117.970731,37.382687,9.0
惠民县,117.593744,37.47528,10.0
阳信县,117.603407,37.632773,8.0
无棣县,117.625846,37.770579,6.0
博兴县,118.110715,37.154529,7.0
邹平市,117.74313,36.863393,47.0
菏泽市,115.479646,35.234309,54.0
曹县,115.556393,34.85875,50.0
单县,116.106396,34.779282,44.0
成武县,115.889775,34.95278,46.0
巨野县,116.062585,35.388543,40.0
郓城县,115.938939,35.575276,46.0
鄄城县,115.544507,35.534088,51.0
东明县,115.107402,35.275664,58.0
郑州市,113.625351,34.746303,112.0
中牟县,113.975798,34.720535,79.0
巩义市,113.022354,34.748207,201.0
荥阳市,113.383385,34.7866,146.0
新密市,113.390932,34.540216,307.0
新郑市,113.74024,34.396479,112.0
登封市,113.05056,34.454877,400.0
开封市,114.314278,34.798083,74.0
杞县,114.782629,34.549731,61.0
通许县,114.47315,34.502053,64.0
尉氏县,114.19305,34.411437,69.0
兰考县,114.818228,34.856372,73.0
洛阳市,112.453895,34.619702,144.0
新安县,112.13246,34.728909,305.0
栾川县,111.615729,33.7857,767.0
嵩县,112.085432,34.134639,333.0
汝阳县,112.473013,34.154283,322.0
宜阳县,112.179187,34.51462,225.0
洛宁县,111.652958,34.389371,351.0
伊川县,112.425751,34.421741,205.0
平顶山市,113.192595,33.766554,112.0
宝丰县,113.054538,33.869159,133.0
叶县,113.357476,33.627437,87.0
鲁山县,112.908052,33.738434,129.0
郏县,113.21261,33.971787,115.0
舞钢市,113.516427,33.314147,145.0
汝州市,112.844696,34.16717,214.0
安阳市,114.39248,36.098779,69.0
安阳县,114.462953,36.09211,66.0
汤阴县,114.357686,35.925155,78.0
滑县,114.517977,35.576128,62.0
内黄县,114.90146,35.972016,51.0
林州市,113.819275,36.084127,295.0
鹤壁市,114.297305,35.748329,89.0
浚县,114.550611,35.677249,63.0
淇县,114.208851,35.622571,74.0
新乡市,113.92679,35.303589,70.0
新乡县,113.813884,35.170066,78.0
获嘉县,113.657551,35.260153,78.0
原阳县,113.939829,35.066873,77.0
延津县,114.205624,35.165876,70.0
封丘县,114.418907,35.041237,70.0
卫辉市,114.064584,35.398357,69.0
辉县市,113.80572,35.462964,98.0
长垣市,114.66885,35.201628,63.0
焦作市,113.241902,35.215726,101.0
修武县,113.447862,35.22286,83.0
博爱县,113.064701,35.170332,127.0
武陟县,113.401848,35.099458,93.0
温县,113.08067,34.93961,107.0
沁阳市,112.950873,35.087569,118.0
孟州市,112.791372,34.907229,116.0
濮阳市,115.029246,35.762731,54.0
清丰县,115.104602,35.886694,50.0
南乐县,115.205876,36.070219,48.0
范县,115.504081,35.85302,47.0
台前县,115.871671,35.970286,43.0
濮阳县,115.029165,35.713113,52.0
许昌市,113.852004,34.03732,70.0
鄢陵县,114.177329,34.102985,62.0
襄城县,113.506904,33.851609,83.0
禹州市,113.488715,34.142442,116.0
长葛市,113.813972,34.195458,86.0
漯河市,114.0166,33.58038,64.0
舞阳县,113.609327,33.438259,89.0
临颍县,113.931121,33.828096,62.0
三门峡市,111.200482,34.773196,381.0
渑池县,111.761753,34.767937,519.0
卢氏县,111.04522,34.051866,579.0
义马市,111.874726,34.747563,515.0
灵宝市,110.894225,34.517734,422.0
南阳市,112.528549,32.990218,125.0
南召县,112.429277,33.489804,209.0
方城县,113.012849,33.255387,158.0
西峡县,111.473644,33.307272,229.0
镇平县,112.234571,33.033826,186.0
内乡县,111.849354,33.044698,163.0
淅川县,111.490902,33.137831,214.0
社旗县,112.948183,33.056229,119.0
唐河县,112.80829,32.682464,108.0
新野县,112.3601,32.521282,89.0
桐柏县,113.428702,32.379164,143.0
邓州市,112.08745,32.687732,113.0
商丘市,115.656358,34.415165,50.0
民权县,115.175019,34.648384,61.0
睢县,115.071957,34.446572,55.0
宁陵县,115.314221,34.461226,56.0
柘城县,115.305182,34.092015,47.0
虞城县,115.828519,34.400868,46.0
夏邑县,116.131422,34.237801,43.0
永城市,116.449864,33.929927,35.0
信阳市,114.091058,32.148624,113.0
罗山县,114.512838,32.20436,58.0
光山县,114.91934,32.010736,50.0
新县,114.879309,31.643914,114.0
商城县,115.406894,31.79832,92.0
固始县,115.654066,32.169239,58.0
潢川县,115.051683,32.131426,42.0
淮滨县,115.420101,32.474772,36.0
息县,114.740392,32.34312,48.0
周口市,114.701222,33.634652,49.0
扶沟县,114.394666,34.060062,60.0
西华县,114.529709,33.768277,53.0
商水县,114.608135,33.562072,49.0
沈丘县,115.098541,33.409805,40.0
郸城县,115.177141,33.64601,42.0
太康县,114.837946,34.064513,52.0
鹿邑县,115.484525,33.860698,42.0
项城市,114.875128,33.465609,43.0
驻马店市,114.021988,33.014038,81.0
西平县,114.021492,33.387658,63.0
上蔡县,114.264381,33.262439,74.0
平舆县,114.618537,32.96344,46.0
正阳县,114.392774,32.605697,76.0
确山县,114.016818,32.82134,89.0
泌阳县,113.327144,32.723974,145.0
汝南县,114.362477,33.006808,51.0
遂平县,114.013323,33.146316,64.0
新蔡县,114.965519,32.74488,40.0
济源市,112.602347,35.069057,146.0
武汉市,114.304569,30.593354,25.0
黄石市,115.038999,30.201082,27.0
阳新县,115.215211,29.830236,19.0
大冶市,114.98046,30.096263,21.0
十堰市,110.798921,32.629057,312.0
郧西县,110.426005,32.993095,264.0
竹山县,110.229696,32.225039,299.0
竹溪县,109.715322,32.318257,456.0
房县,110.726754,32.04017,494.0
丹江口市,111.513318,32.540287,126.0
宜昌市,111.286962,30.69217,66.0
远安县,111.640329,31.060904,118.0
兴山县,110.746831,31.348065,296.0
秭归县,110.97793,30.825882,168.0
长阳土家族自治县,111.20697,30.473038,248.0
五峰土家族自治县,111.07374,30.156741,344.0
宜都市,111.450128,30.378444,71.0
当阳市,111.78836,30.820893,70.0
枝江市,111.760616,30.425758,43.0
襄阳市,112.121743,32.010161,82.0
南漳县,111.838997,31.774649,119.0
谷城县,111.653077,32.26339,85.0
保康县,111.261308,31.87831,443.0
老河口市,111.683861,32.359068,88.0
枣阳市,112.772723,32.128968,121.0
宜城市,112.256486,31.720278,58.0
鄂州市,114.894909,30.391461,23.0
荆门市,112.199009,31.035445,100.0
沙洋县,112.588675,30.709167,39.0
钟祥市,112.588032,31.167933,51.0
京山市,113.119561,31.018414,67.0
孝感市,113.956962,30.918311,27.0
孝昌县,113.997794,31.258225,49.0
大悟县,114.127122,31.561179,85.0
云梦县,113.752958,31.021736,32.0
应城市,113.571864,30.928592,30.0
安陆市,113.688955,31.25565,51.0
汉川市,113.838068,30.673219,26.0
荆州市,112.24143,30.336282,31.0
公安县,112.229742,30.058519,35.0
江陵县,112.424581,30.042227,31.0
石首市,112.42538,29.720944,35.0
洪湖市,113.475984,29.827256,24.0
松滋市,111.756455,30.174717,67.0
监利市,112.904634,29.840229,29.0
黄冈市,114.872425,30.453722,35.0
团风县,114.872364,30.643225,20.0
红安县,114.618134,31.288167,62.0
罗田县,115.399149,30.783047,88.0
英山县,115.680953,30.734989,118.0
浠水县,115.265155,30.452212,37.0
蕲春县,115.436423,30.226146,33.0
黄梅县,115.944219,30.070453,23.0
麻城市,115.008011,31.172917,68.0
武穴市,115.595451,29.869602,17.0
咸宁市,114.322601,29.84135,45.0
嘉鱼县,113.939249,29.970575,31.0
通城县,113.816811,29.2454,118.0
崇阳县,114.039484,29.556866,71.0
通山县,114.482832,29.606468,76.0
赤壁市,113.900385,29.725122,56.0
随州市,113.382324,31.690275,80.0
随县,113.29097,31.883233,97.0
广水市,113.825977,31.617015,85.0
恩施土家族苗族自治州,109.488076,30.272104,455.0
恩施市,109.479572,30.295148,440.0
利川市,108.936456,30.290974,1089.0
建始县,109.722333,30.602195,605.0
巴东县,110.340921,31.042854,373.0
宣恩县,109.489918,29.986856,592.0
咸丰县,109.140163,29.665215,842.0
来凤县,109.407697,29.493474,464.0
鹤峰县,110.034011,29.890073,669.0
仙桃市,113.442973,30.328407,24.0
潜江市,112.900279,30.401954,32.0
天门市,113.166545,30.663706,28.0
长沙市,112.938882,28.228304,50.0
长沙县,113.080555,28.246821,61.0
浏阳市,113.64328,28.163866,85.0
宁乡市,112.551887,28.277709,71.0
株洲市,113.132783,27.828862,43.0
攸县,113.397152,27.01516,95.0
茶陵县,113.537907,26.777957,124.0
炎陵县,113.772665,26.489847,253.0
醴陵市,113.497119,27.6457,87.0
湘潭市,112.945439,27.83136,69.0
湘潭县,112.950767,27.779669,52.0
湘乡市,112.550268,27.718655,117.0
韶山市,112.525364,27.914796,117.0
衡阳市,112.572016,26.894216,75.0
衡阳县,112.370649,26.970258,74.0
衡南县,112.677572,26.739665,68.0
衡山县,112.868361,27.230225,57.0
衡东县,112.953113,27.081086,64.0
祁东县,112.090319,26.799284,188.0
耒阳市,112.859806,26.422149,87.0
常宁市,112.399894,26.421717,84.0
邵阳市,111.467855,27.239528,227.0
新邵县,111.458656,27.320917,230.0
邵阳县,111.273872,26.990785,277.0
隆回县,111.032437,27.113978,270.0
洞口县,110.575962,27.060274,321.0
绥宁县,110.155532,26.582027,344.0
新宁县,110.857294,26.432913,351.0
城步苗族自治县,110.322239,26.390598,507.0
武冈市,110.632286,26.727414,324.0
邵东市,111.744268,27.259812,258.0
岳阳市,113.128922,29.35648,37.0
岳阳县,113.116152,29.144681,39.0
华容县,112.540448,29.530775,31.0
湘阴县,112.909248,28.690123,42.0
平江县,113.581296,28.702018,79.0
汨罗市,113.067097,28.806937,38.0
临湘市,113.450461,29.476687,54.0
常德市,111.69905,29.031446,36.0
安乡县,112.171107,29.41131,34.0
汉寿县,111.970725,28.906063,31.0
澧县,111.758806,29.633138,39.0
临澧县,111.647547,29.440813,53.0
桃源县,111.488985,28.90232,41.0
石门县,111.380056,29.584344,64.0
津市市,111.877957,29.606512,45.0
张家界市,110.478887,29.117343,173.0
慈利县,111.139424,29.430429,122.0
桑植县,110.204804,29.414112,325.0
益阳市,112.355994,28.554853,68.0
南县,112.396323,29.362396,32.0
桃江县,112.156432,28.518215,85.0
安化县,111.213296,28.374223,154.0
沅江市,112.354657,28.845755,34.0
郴州市,113.015517,25.770117,216.0
桂阳县,112.733804,25.75382,320.0
宜章县,112.948806,25.40059,221.0
永兴县,113.116587,26.127155,129.0
嘉禾县,112.379216,25.616025,198.0
临武县,112.563833,25.276459,289.0
汝城县,113.685193,25.533024,609.0
桂东县,113.944792,26.077609,881.0
安仁县,113.269703,26.708569,104.0
资兴市,113.235841,25.977226,160.0
永州市,111.613482,26.419861,106.0
东安县,111.315893,26.392173,156.0
双牌县,111.659967,25.961909,213.0
道县,111.600866,25.526282,175.0
江永县,111.343543,25.274461,254.0
宁远县,111.945925,25.570817,219.0
蓝山县,112.195842,25.369575,277.0
新田县,112.203396,25.903965,207.0
江华瑶族自治县,111.57951,25.185257,222.0
祁阳市,111.840253,26.580292,101.0
怀化市,110.001598,27.569813,237.0
中方县,109.945436,27.440554,231.0
沅陵县,110.393782,28.452103,122.0
辰溪县,110.183159,28.006235,165.0
溆浦县,110.594419,27.908869,174.0
会同县,109.734724,26.887156,312.0
麻阳苗族自治县,109.817703,27.857666,162.0
新晃侗族自治县,109.174808,27.352094,360.0
芷江侗族自治县,109.684696,27.443429,256.0
靖州苗族侗族自治县,109.696249,26.575111,319.0
通道侗族自治县,109.784409,26.158032,400.0
洪江市,109.836475,27.209385,238.0
娄底市,111.994468,27.699838,120.0
双峰县,112.174623,27.457437,100.0
新化县,111.327674,27.725416,185.0
冷水江市,111.459199,27.656017,216.0
涟源市,111.663837,27.693813,173.0
湘西土家族苗族自治州,109.737428,28.312592,241.0
吉首市,109.698348,28.261948,207.0
泸溪县,110.219619,28.216109,156.0
凤凰县,109.580815,27.957441,374.0
花垣县,109.482378,28.57191,340.0
保靖县,109.660433,28.699939,343.0
古丈县,109.95072,28.616971,365.0
永顺县,109.857142,28.979819,522.0
龙山县,109.443974,29.457623,478.0
广州市,113.264499,23.130061,18.0
韶关市,113.597324,24.810977,67.0
始兴县,114.061998,24.953908,107.0
仁化县,113.749175,25.085764,130.0
翁源县,114.129986,24.350581,149.0
乳源瑶族自治县,113.275875,24.775856,116.0
新丰县,114.206641,24.059909,188.0
乐昌市,113.347669,25.129892,101.0
南雄市,114.31184,25.117653,129.0
深圳市,114.057939,22.543527,12.0
珠海市,113.576892,22.271644,14.0
汕头市,116.681956,23.354152,3.0
南澳县,117.023482,23.421658,34.0
佛山市,113.121586,23.021351,7.0
江门市,113.081548,22.578948,9.0
台山市,112.793812,22.251947,13.0
开平市,112.698113,22.377378,4.0
鹤山市,112.964203,22.765912,13.0
恩平市,112.304904,22.183743,26.0
湛江市,110.357538,21.270108,19.0
遂溪县,110.25043,21.378371,20.0
徐闻县,110.17595,20.325969,60.0
廉江市,110.286109,21.609988,26.0
雷州市,110.097011,20.914548,9.0
吴川市,110.779361,21.440763,13.0
茂名市,110.925533,21.662728,24.0
高州市,110.853169,21.918017,45.0
化州市,110.639581,21.664483,18.0
信宜市,110.946866,22.354887,102.0
肇庆市,112.465245,23.047747,10.0
广宁县,112.440694,23.634808,65.0
怀集县,112.166908,23.920806,59.0
封开县,111.512177,23.423928,89.0
德庆县,111.785544,23.145035,25.0
四会市,112.734309,23.326991,19.0
惠州市,114.415587,23.112368,20.0
博罗县,114.289602,23.172587,17.0
惠东县,114.720136,22.984831,34.0
龙门县,114.254898,23.727873,74.0
梅州市,116.122046,24.288832,84.0
大埔县,116.694825,24.347037,103.0
丰顺县,116.181895,23.739364,29.0
五华县,115.775751,23.932568,108.0
平远县,115.891235,24.566928,172.0
蕉岭县,116.171477,24.658963,157.0
兴宁市,115.731133,24.137296,117.0
汕尾市,115.375557,22.787204,13.0
海丰县,115.322974,22.967212,14.0
陆河县,115.659978,23.301557,72.0
陆丰市,115.652142,22.91874,4.0
河源市,114.700215,23.744276,39.0
紫金县,115.183814,23.635597,161.0
龙川县,115.26002,24.100599,123.0
连平县,114.488358,24.369552,235.0
和平县,114.935634,24.469177,165.0
东源县,114.7466,23.790079,41.0
阳江市,111.98343,21.856853,8.0
阳西县,111.617696,21.753935,14.0
阳春市,111.791587,22.17041,35.0
清远市,113.056098,23.682064,13.0
佛冈县,113.531559,23.879455,72.0
阳山县,112.641199,24.465234,114.0
连山壮族瑶族自治县,112.093726,24.570553,311.0
连南瑶族自治县,112.287212,24.725953,138.0
英德市,113.401827,24.20716,50.0
连州市,112.377255,24.780873,119.0
东莞市,113.751884,23.021016,16.0
中山市,113.392517,22.517024,10.0
潮州市,116.621901,23.657662,13.0
饶平县,117.0045,23.663294,7.0
揭阳市,116.372732,23.550968,7.0
揭西县,115.841742,23.431314,49.0
惠来县,116.295038,23.033889,10.0
普宁市,116.165646,23.297742,20.0
云浮市,112.044524,22.915163,129.0
新兴县,112.225174,22.695915,33.0
郁南县,111.535387,23.234561,22.0
罗定市,111.569788,22.768345,50.0
南宁市,108.366407,22.8177,81.0
隆安县,107.695721,23.166356,108.0
马山县,108.177764,23.708448,269.0
上林县,108.605089,23.432451,127.0
宾阳县,108.810336,23.217771,121.0
横州市,109.262448,22.681257,59.0
柳州市,109.428071,24.326442,93.0
柳城县,109.267125,24.654329,137.0
鹿寨县,109.750527,24.472897,97.0
融安县,109.397538,25.224549,120.0
融水苗族自治县,109.256609,25.066624,113.0
三江侗族自治县,109.607675,25.783197,190.0
桂林市,110.179752,25.235615,155.0
阳朔县,110.496305,24.778785,146.0
灵川县,110.319837,25.3948,167.0
全州县,111.087089,25.94939,161.0
兴安县,110.672013,25.612576,219.0
永福县,109.982974,24.980447,154.0
灌阳县,111.160764,25.489419,309.0
龙胜各族自治县,110.011662,25.79803,377.0
资源县,110.652612,26.042452,503.0
平乐县,110.632867,24.622814,179.0
恭城瑶族自治县,110.82841,24.831581,167.0
荔浦市,110.395232,24.48843,165.0
梧州市,111.279022,23.476733,37.0
苍梧县,111.547244,23.868208,56.0
藤县,110.914606,23.375538,30.0
蒙山县,110.525003,24.193567,152.0
岑溪市,110.994955,22.918327,112.0
北海市,109.120248,21.481305,16.0
合浦县,109.207236,21.66132,17.0
防城港市,108.35467,21.686732,4.0
上思县,107.983627,22.153671,183.0
东兴市,107.971828,21.547821,12.0
钦州市,108.654355,21.980894,12.0
灵山县,109.290698,22.416671,68.0
浦北县,109.556232,22.271902,93.0
贵港市,109.598903,23.11182,48.0
平南县,110.392489,23.540413,32.0
桂平市,110.079315,23.394208,41.0
玉林市,110.18097,22.654001,83.0
容县,110.558093,22.85844,85.0
陆川县,110.26412,22.321563,108.0
博白县,109.975856,22.273539,66.0
兴业县,109.875223,22.736395,120.0
北流市,110.353765,22.708415,102.0
百色市,106.61869,23.90307,146.0
田东县,107.125609,23.596706,113.0
德保县,106.615087,23.324084,676.0
那坡县,105.83234,23.387997,912.0
凌云县,106.56114,24.347444,531.0
乐业县,106.556564,24.776812,1033.0
田林县,106.22874,24.294627,401.0
西林县,105.097229,24.50762,821.0
隆林各族自治县,105.343816,24.770649,667.0
靖西市,106.417666,23.134375,746.0
平果市,107.589768,23.329815,121.0
贺州市,111.567216,24.404182,108.0
昭平县,110.811158,24.169675,68.0
钟山县,111.303085,24.526041,136.0
富川瑶族自治县,111.296012,24.811601,197.0
河池市,108.085244,24.692906,247.0
南丹县,107.540578,24.975066,749.0
天峨县,107.172287,24.999181,363.0
凤山县,107.042157,24.546913,594.0
东兰县,107.374259,24.510698,442.0
罗城仫佬族自治县,108.904613,24.777501,359.0
环江毛南族自治县,108.258426,24.825923,254.0
巴马瑶族自治县,107.258671,24.142216,303.0
都安瑶族自治县,108.105229,23.932704,160.0
大化瑶族自治县,107.998151,23.735699,172.0
来宾市,109.221243,23.750105,84.0
忻城县,108.665641,24.066176,164.0
象州县,109.704852,23.973832,105.0
武宣县,109.663153,23.594444,67.0
金秀瑶族自治县,110.190354,24.130509,932.0
合山市,108.885829,23.807032,125.0
崇左市,107.364973,22.377139,131.0
扶绥县,107.90389,22.635542,90.0
宁明县,107.076394,22.140242,119.0
龙州县,106.854001,22.343591,127.0
大新县,107.200654,22.829287,261.0
天等县,107.143539,23.080818,458.0
凭祥市,106.766715,22.094421,349.0
海口市,110.198418,20.045805,10.0
三亚市,109.511709,18.252865,13.0
三沙市,112.338649,16.831004,-8.0
西沙群岛,112.336821,16.831608,-4.0
南沙群岛,112.896229,9.548531,-596.0
儋州市,109.580812,19.520948,149.0
五指山市,109.516784,18.774827,348.0
琼海市,110.474524,19.259112,18.0
文昌市,110.797473,19.544234,14.0
万宁市,110.392605,18.793697,8.0
东方市,108.651829,19.095187,9.0
定安县,110.358001,19.681215,35.0
屯昌县,110.101667,19.351662,107.0
澄迈县,110.007497,19.738885,46.0
临高县,109.690508,19.912025,29.0
白沙黎族自治县,109.4429,19.221641,224.0
昌江黎族自治县,109.055783,19.298139,150.0
乐东黎族自治县,109.173384,18.750063,151.0
陵水黎族自治县,110.037553,18.506045,18.0
保亭黎族苗族自治县,109.700279,18.640339,62.0
琼中黎族苗族自治县,109.838423,19.03327,255.0
成都市,104.066301,30.572961,482.0
金堂县,104.411871,30.86203,451.0
大邑县,103.51226,30.573004,527.0
蒲江县,103.506478,30.197558,518.0
都江堰市,103.647193,30.988763,705.0
彭州市,103.957706,30.990463,592.0
邛崃市,103.464176,30.41029,504.0
崇州市,103.673025,30.630183,533.0
简阳市,104.547644,30.410937,413.0
自贡市,104.779307,29.33924,304.0
荣县,104.417438,29.445461,359.0
富顺县,104.975193,29.181779,297.0
攀枝花市,101.71846,26.582417,1122.0
米易县,102.111073,26.896372,1152.0
盐边县,101.854027,26.682611,1179.0
泸州市,105.441866,28.87098,261.0
泸县,105.381879,29.1516,315.0
